Gene;alias
DPF3;cer-d4
DPF3;Cerd4
DPF3;FLJ14079
DPF3;BAF45c
DPH1;DPH2L
DPH1;DPH2L1
DPH1;OVCA1
DPH2;DPH2L2
DPH3;ZCSL2
DPH3;DESR1
DPH3;DELGIP1
DPH3;MGC20197
DPH3;KTI11
DPH3;DELGIP
DPH3;DPH3A
DPH3P1;C20orf143
DPH3P1;ZCSL1
DPH3P1;DPH3B
DPH3P1;dJ885L7.5
DPH5;CGI-30
DPH6;ATPBD4
DPH6;MGC14798
DPH6-AS1;ATPBD4-AS1
DPH7;C9orf112
DPH7;WDR85
DPH7;FLJ90634
DPH7;RRT2
DPM1;MPDS
DPM1;CDGIE
DPM2;MGC21559
DPM2;MGC111193
DPM3;MGC34275
DPM3;MGC125904
DPM3;MGC125905
DPP4;CD26
DPP4;ADCP2
DPP4;DPPIV
DPP6;DPPX
DPP6;DPL1
DPP7;DPPII
DPP7;DPP2
DPP8;DP8
DPP8;DPRP1
DPP8;MSTP141
DPP8;FLJ14920
DPP8;FLJ20283
DPP8;MGC26191
DPP10;DPRP3
DPP10;DPL2
DPP10;DPPY
DPPA2;PESCRG1
DPPA2;CT100
DPPA3;Stella
DPPA3P2;STELLAR
DPPA4;FLJ10713
DPPA5;Esg1
DPY19L1;KIAA0877
DPY19L1P2;THC1072510
DPY19L2;FLJ32949
DPY19L2;SPATA34
DPY19L2P2;DKFZp434E092
DPY19L2P2;FLJ36166
DPY19L2P4;IMAGE:5295327
DPY30;Saf19
DPY30;HDPY-30
DPY30;Cps25
DPYD;DPD
DPYS;DHPase
DPYSL2;DRP-2
DPYSL2;DHPRP2
DPYSL2;CRMP2
DPYSL2;DRP2
DPYSL3;DRP-3
DPYSL3;ULIP
DPYSL3;CRMP4
DPYSL4;ULIP4
DPYSL4;DRP-4
DPYSL5;CRMP5
DPYSL5;Ulip6
DPYSL5;CRMP-5
DPYSL5;CRAM
DQX1;FLJ23757
DR1;NC2-BETA
DR1;NC2B
DRAM1;FLJ11259
DRAM1;DRAM
DRAM2;TMEM77
DRAM2;MGC54289
DRAM2;PRO180
DRAM2;WWFQ154
DRAM2;RP5-1180E21.1
DRAP1;NC2-alpha
DRAXIN;C1orf187
DRAXIN;FLJ34999
DRAXIN;Draxin
DRAXIN;Neucrin
DRC1;C2orf39
DRC1;CCDC164
DRC1;MGC16372
DRC1;FLJ32660
DRC1;CILD21
DRC3;LRRC48
DRC3;DKFZP586M1120
DRC3;CFAP134
DRC7;C16orf50
DRC7;CCDC135
DRC7;DKFZp434I099
DRC7;FAP50
DRC7;CFAP50
DRD5;DRD1L2
DRD5;DRD1B
DRG1;NEDD3
DRGX;PRRXL1
DRGX;DRG11
DRICH1;C22orf43
DROSHA;RNASEN
DROSHA;RNASE3L
DROSHA;Etohi2
DROSHA;HSA242976
DROSHA;RN3
DSC1;CDHF1
DSC2;DSC3
DSC2;CDHF2
DSC3;DSC4
DSC3;CDHF3
DSC3;DSC
DSC3;DSC1
DSC3;DSC2
DSCAM;CHD2-42
DSCAM;CHD2-52
DSCAM-AS1;M41
DSCAML1;KIAA1132
DSCC1;DCC1
DSCC1;hDCC1
DSCC1;MGC5528
DSCR3;DCRA
DSCR4;DCRB
DSCR8;C21orf65
DSCR8;MTAG2
DSCR8;CT25.1a
DSCR8;CT25.1b
DSCR8;MMA-1a
DSCR8;MMA-1b
DSCR9;NCRNA00038
DSE;SART2
DSE;DSEPI
DSE;DS-Epi1
DSEL;C18orf4
DSEL;NCAG1
DSEL;FLJ11477
DSEL;DE-epi2
DSG1;DSG
DSG1;CDHF4
DSG2;CDHF5
DSG3;CDHF6
DSG4;CDHF13
DSG4;LAH
DSN1;C20orf172
DSN1;dJ469A13.2
DSN1;MIS13
DSN1;KNL3
DSN1;hKNL-3
DSP;KPPS2
DSP;PPKS2
DSP;DPI
DSP;DPII
DSPP;DFNA39
DSPP;DGI1
DSPP;DMP3
DST;BPAG1
DST;BP240
DST;KIAA0728
DST;FLJ21489
DST;FLJ13425
DST;FLJ32235
DST;FLJ30627
DST;CATX-15
DST;BPA
DST;MACF2
DSTN;ADF
DSTN;ACTDP
DSTYK;RIPK5
DSTYK;KIAA0472
DSTYK;DustyPK
DSTYK;RIP5
DTD1;C20orf88
DTD1;HARS2
DTD1;DUEB
DTD1;MGC119131
DTD1;MGC41905
DTD1;bA379J5.3
DTD1;bA555E18.1
DTD1;pqn-68
DTD2;C14orf126
DTD2;MGC9912
DTHD1;FLJ16686
DTL;RAMP
DTL;L2DTL
DTL;DCAF2
DTL;CDT2
DTNA;D18S892E
DTNA;DTN
DTNA;DTN-1
DTNA;DTN-2
DTNA;DTN-3
DTNA;DRP3
DTNBP1;Dysbindin
DTNBP1;My031
DTNBP1;HPS7
DTNBP1;DBND
DTNBP1;BLOC1S8
DTWD1;MDS009
DTWD1;MGC111207
DTWD2;FLJ33977
DTX1;hDx-1
DTX2;RNF58
DTX2;KIAA1528
DTX3;FLJ34766
DTX3;RNF154
DTX3L;BBAP
DTX4;KIAA0937
DTX4;RNF155
DTYMK;CDC8
DTYMK;TYMK
DTYMK;TMPK
DUBR;LINC00883
DUOX1;NOXEF1
DUOX1;THOX1
DUOX1;LNOX1
DUOX2;P138-TOX
DUOX2;P138(TOX)
DUOX2;THOX2
DUOX2;LNOX2
DUOXA1;FLJ32334
DUOXA1;NUMBIP
DUOXA1;NIP
DUOXA1;mol
DUPD1;DUSP27
DUS1L;PP3111
DUS1L;DUS1
DUS2;DUS2L
DUS2;FLJ20399
DUS2;SMM1
DUS3L;DUS3
DUS3L;FLJ13896
DUS4L;PP35
DUS4L;DUS4
DUSP1;PTPN10
DUSP1;HVH1
DUSP1;CL100
DUSP1;MKP-1
DUSP2;PAC-1
DUSP3;VHR
DUSP4;HVH2
DUSP4;MKP-2
DUSP4;TYP
DUSP5;HVH3
DUSP5P1;DUSP5P
DUSP5P1;FLJ34941
DUSP6;MKP-3
DUSP6;PYST1
DUSP7;MKP-X
DUSP7;PYST2
DUSP8;C11orf81
DUSP8;HVH-5
DUSP8;HB5
DUSP8;FLJ42958
DUSP8P1;DUSP8P
DUSP8P3;DUSPP
DUSP8P3;HVH4
DUSP9;MKP-4
DUSP9;MKP4
DUSP10;MKP-5
DUSP10;MKP5
DUSP11;PIR1
DUSP12;YVH1
DUSP12;DUSP1
DUSP13;BEDP
DUSP13;TMDP
DUSP13;FLJ32450
DUSP13;DUSP13A
DUSP13;DUSP13B
DUSP14;MKP-L
DUSP14;MKP6
DUSP15;C20orf57
DUSP15;bA243J16.6
DUSP15;VHY
DUSP15;FLJ20645
DUSP15;bA243J16.5
DUSP16;MKP-7
DUSP16;KIAA1700
DUSP16;MKP7
DUSP18;DUSP20
DUSP19;SKRP1
DUSP19;DUSP17
DUSP22;MKPX
DUSP22;JSP1
DUSP22;JKAP
DUSP22;VHX
DUSP23;FLJ20442
DUSP23;DUSP25
DUSP26;MGC1136
DUSP26;DUSP24
DUSP28;VHP
DUSP28;DUSP26
DUT;dUTPase
DUTP1;DUTL
DUX4L1;DUX4
DUX4L8;DUX2
DUX4L10;DUX10
DUX4L16;DUXY1
DUX4L17;DUXY3
DUX4L18;DUXY2
DUX4L19;DUXY4
DUXAP9;LINC01296
DUXAP9;FLJ39632
DVL1P1;DVL1L1
DVL1P1;DVL-22
DVL3;KIAA0208
DXO;DOM3Z
DYDC1;bA36D19.5
DYDC1;DPY30D1
DYDC2;bA36D19.6
DYDC2;MGC16186
DYM;FLJ20071
DYM;DMC
DYM;SMC
DYNAP;C18orf26
DYNAP;FLJ39106
DYNC1H1;DNECL
DYNC1H1;DNCL
DYNC1H1;DNCH1
DYNC1H1;Dnchc1
DYNC1H1;HL-3
DYNC1H1;p22
DYNC1H1;DHC1
DYNC1H1;CMT2O
DYNC1I1;DNCI1
DYNC1I1;DNCIC1
DYNC1I2;DNCI2
DYNC1I2;DIC74
DYNC1LI1;DNCLI1
DYNC1LI2;DNCLI2
DYNC2H1;DNCH2
DYNC2H1;hdhc11
DYNC2H1;DHC2
DYNC2H1;DHC1b
DYNC2H1;DYH1B
DYNC2LI1;D2LIC
DYNC2LI1;LIC3
DYNC2LI1;CGI-60
DYNC2LI1;DKFZP564A033
DYNLL1;DNCL1
DYNLL1;hdlc1
DYNLL1;DLC1
DYNLL1;PIN
DYNLL1;LC8
DYNLL1;DLC8
DYNLL1P1;DNCL1P1
DYNLL1P2;DNCL1P2
DYNLL2;MGC17810
DYNLL2;Dlc2
DYNLL2;DNCL1B
DYNLL2;RSPH22
DYNLRB1;DNCL2A
DYNLRB1;DNLC2A
DYNLRB1;ROBLD1
DYNLRB2;DNCL2B
DYNLRB2;DNLC2B
DYNLRB2;ROBLD2
DYNLT1;TCTEL1
DYNLT3;TCTE1L
DYNLT3;TCTEX1L
DYNLT3P1;TCTE1P
DYNLT3P1;dJ531H16.2
DYRK1A;DYRK1
DYRK1A;DYRK
DYRK1A;MNBH
DYRK1B;MIRK
DYRK3;RED
DYRK3;REDK
DYRK3;hYAK3-2
DYSF;LGMD2B
DYSF;FER1L1
DYX1;RD
DYX1C1;EKN1
DYX1C1;FLJ37882
DYX1C1;CILD25
DYX1C1;DNAAF4
DYX9;DXY9
DZANK1;C20orf84
DZANK1;C20orf12
DZANK1;FLJ10600
DZANK1;dJ568F9.2
DZANK1;FLJ30892
DZANK1;bA189K21.8
DZANK1;ANKRD64
DZIP1;KIAA0996
DZIP1;DZIP
DZIP1L;FLJ32844
DZIP1L;DZIP2
DZIP3;hRUL138
DZIP3;PPP1R66
E2F1;RBBP3
E2F1;RBP3
E2F2;E2F-2
E2F4;E2F-4
E2F6;E2F-6
E2F8;FLJ23311
E4F1;E4F
EAF2;BM040
EAF2;TRAITS
EAF2;U19
EAPP;C14orf11
EAPP;BM036
EAPP;FLJ20578
EARS2;KIAA1970
EARS2;MSE1
EBAG9;EB9
EBAG9;RCAS1
EBF1;EBF
EBF1;OLF1
EBF2;FLJ11500
EBF2;COE2
EBF3;COE3
EBF3;DKFZp667B0210
EBF4;KIAA1442
EBF4;COE4
EBF4;RP5-860F19.3
EBF4;O/E-4
EBI3;IL27B
EBI3;IL35B
EBLN3P;EBLN3
EBLN3P;LOC100506710
EBNA1BP2;NOBP
EBNA1BP2;EBP2
EBNA1BP2;P40
EBP;CDPX2
EBP;CPX
EBP;CPXD
EBP;CHO2
EBPL;EBRP
EBR3;ULG4
ECD;hSGT1
ECD;GCR2
ECE1;ECE
ECE2;KIAA0604
ECE2;MGC2408
ECEL1;XCE
ECEL1;DINE
ECEL1P2;ECEL2
ECH1;HPXEL
ECHDC1;dJ351K20.2
ECHDC2;FLJ10948
ECHDC3;FLJ20909
ECHS1;SCEH
ECI1;DCI
ECI2;PECI
ECI2;ACBD2
ECI2;DRS1
ECI2;HCA88
ECSCR;ECSM2
ECSCR;ARIA
ECSIT;SITPEC
ECT2;ARHGEF31
ECT2L;C6orf91
ECT2L;ARHGEF32
ECT2L;FBXO49
ECT2L;LFDH
EDA;ED1
EDA;EDA2
EDA;ODT1
EDA;EDA1
EDA;XLHED
EDA;HED
EDA;XHED
EDA;ED1-A1
EDA;ED1-A2
EDA;EDA-A1
EDA;EDA-A2
EDA2R;XEDAR
EDA2R;EDA-A2R
EDA2R;EDAA2R
EDA2R;TNFRSF27
EDAR;ED3
EDAR;DL
EDAR;ED5
EDAR;EDA3
EDAR;Edar
EDAR;ED1R
EDAR;EDA1R
EDC3;YJDC
EDC3;FLJ21128
EDC3;hYjeF_N2-15q23
EDC3;YJEFN2
EDC3;LSM16
EDC4;RCD-8
EDC4;Ge-1
EDC4;HEDLS
EDDM3A;FAM12A
EDDM3A;HE3-ALPHA
EDDM3B;FAM12B
EDDM3B;HE3-BETA
EDDM3CP;FAM12CP
EDDM3CP;HE3-GAMMA
EDEM1;KIAA0212
EDEM1;EDEM
EDEM2;C20orf49
EDEM2;C20orf31
EDEM2;FLJ10783
EDEM2;bA4204.1
EDEM3;C1orf22
EDF1;EDF-1
EDF1;CFAP280
EDIL3;DEL1
EDN1;ET1
EDN2;ET2
EDN3;ET3
EDNRB;HSCR2
EDNRB;HSCR
EDNRB;ETB
EDRF1;C10orf137
EDRF1;DKFZp586F1019
EDRF1;FLJ21617
EEA1;ZFYVE2
EEC1;EEC
EED;WAIT-1
EED;HEED
EEF1A1;EF1A
EEF1A1;EEF1A
EEF1A1;LENG7
EEF1A1;EE1A1
EEF1A1P1;EEF1A1P
EEF1A1P3;EEF1AL
EEF1A1P3;EEF1AL1
EEF1A1P4;EEF1AL2
EEF1A1P5;EEF1AL3
EEF1A1P6;EEF1AL4
EEF1A1P7;EEF1AL5
EEF1A1P8;EEF1AL6
EEF1A1P9;EEF1AL7
EEF1A1P10;EEF1AL8
EEF1A1P11;EEF1AL9
EEF1A1P12;EEF1AL10
EEF1A1P13;EEF1AL11
EEF1A1P14;EEF1AL12
EEF1A1P15;EEF1AL13
EEF1A1P43;EEF1A3
EEF1A2;STNL
EEF1A2;STN
EEF1A2;EEF1AL
EEF1A2;HS1
EEF1AKMT1;N6AMT2
EEF1AKMT2;C10orf138
EEF1AKMT2;METTL10
EEF1AKMT2;Efm4
EEF1AKMT3;FAM119B
EEF1AKMT3;METTL21B
EEF1AKMT3;DKFZP586D0919
EEF1B2P1;EEF1B1
EEF1B2P2;EEF1B
EEF1B2P2;EEF1B3
EEF1B2P2;BETA-3
EEF1B2P2;EEF-1BETA5A
EEF1B2P2;EEF-1
EEF1B2P3;EEF1B4
EEF1D;EF-1D
EEF1D;FLJ20897
EEF1DP4;FLJ26697
EEF1E1;P18
EEF1E1;AIMP3
EEF1G;EF1G
EEF2;EF2
EEF2;EEF-2
EEF2K;eEF-2K
EEF2KMT;FAM86A
EEF2KMT;SB153
EEF2KMT;MGC19636
EEF2KMT;EFM3
EEFSEC;SELB
EEFSEC;EFSEC
EEFSEC;eEFSec
EEPD1;KIAA1706
EFCAB1;FLJ11767
EFCAB2;MGC12458
EFCAB2;DRC8
EFCAB2;CFAP200
EFCAB3;FLJ25818
EFCAB5;FLJ46247
EFCAB6;FLJ23588
EFCAB6;DJBP
EFCAB6;HSCBCIP1
EFCAB6;KIAA1672
EFCAB6;dJ185D5.1
EFCAB6-AS1;CITF22-123F2.1
EFCAB7;KIAA1799
EFCAB7;RP4-534K7.1
EFCAB11;C14orf143
EFCAB12;C3orf25
EFCAB13;C17orf57
EFCAB13;FLJ40342
EFCAB14;KIAA0494
EFCAB14-AS1;KIAA0494-AS1
EFCC1;C3orf73
EFCC1;CCDC48
EFCC1;FLJ12057
EFEMP1;DHRD
EFEMP1;FBNL
EFEMP1;S1-5
EFEMP1;FBLN3
EFEMP1;MTLV
EFEMP2;FBLN4
EFEMP2;UPH1
EFHB;FLJ25200
EFHB;CFAP21
EFHC1;EJM1
EFHC1;EJM
EFHC1;FLJ10466
EFHC2;MRX74
EFHC2;FLJ22843
EFHD1;FLJ13612
EFHD2;MGC4342
EFL1;EFTUD1
EFL1;FLJ13119
EFL1;FAM42A
EFL1;HsT19294
EFL1;RIA1
EFNA1;TNFAIP4
EFNA1;EPLG1
EFNA1;LERK1
EFNA1;ECKLG
EFNA2;EPLG6
EFNA2;ELF-1
EFNA2;LERK6
EFNA3;EPLG3
EFNA3;LERK3
EFNA3;Ehk1-L
EFNA4;EPLG4
EFNA4;LERK4
EFNA5;EPLG7
EFNA5;AF1
EFNA5;LERK7
EFNB1;EPLG2
EFNB1;CFNS
EFNB1;LERK2
EFNB1;Elk-L
EFNB2;EPLG5
EFNB2;LERK5
EFNB2;Htk-L
EFNB2;HTKL
EFNB2;MGC126226
EFNB2;MGC126227
EFNB2;MGC126228
EFNB3;EPLG8
EFNB3;LERK-8
EFR3A;KIAA0143
EFR3B;KIAA0953
EFR3B;FLJ37871
EFS;EFS2
EFS;EFS1
EFS;HEFS
EFS;SIN
EFS;CASS3
EFTUD1P1;FAM42B
EFTUD1P1;HsT19321
EFTUD2;U5-116KD
EFTUD2;Snrp116
EFTUD2;Snu114
EFTUD2;SNRNP116
EGFEM1P;C3orf50
EGFEM1P;NCRNA00259
EGFL6;MAEG
EGFL7;ZNEU1
EGFL8;C6orf8
EGFL8;NG3
EGFLAM;FLJ39155
EGFLAM;AGRINL
EGFLAM;AGRNL
EGFLAM;PIKA
EGFR;ERBB
EGFR;ERBB1
EGLN1;C1orf12
EGLN1;SM-20
EGLN1;PHD2
EGLN1;ZMYND6
EGLN1;HIFPH2
EGLN2;PHD1
EGLN2;HIFPH1
EGLN3;PHD3
EGLN3;HIFPH3
EGOT;EGO
EGOT;NCRNA00190
EGR1;TIS8
EGR1;G0S30
EGR1;NGFI-A
EGR1;KROX-24
EGR1;ZIF-268
EGR1;AT225
EGR1;ZNF225
EGR2;KROX20
EGR3;PILOT
EGR4;NGFI-C
EGR4;PAT133
EHBP1;KIAA0903
EHBP1;NACSIN
EHBP1L1;DKFZp762C186
EHBP1L1;TANGERIN
EHD1;PAST1
EHD1;H-PAST
EHD1;HPAST1
EHD1;FLJ42622
EHD1;FLJ44618
EHD2;PAST2
EHD3;PAST3
EHD4;PAST4
EHF;ESE3
EHF;ESEJ
EHHADH;ECHD
EHMT1;Eu-HMTase1
EHMT1;FLJ12879
EHMT1;KIAA1876
EHMT1;bA188C12.1
EHMT1;KMT1D
EHMT1-IT1;FLJ40292
EHMT2;C6orf30
EHMT2;BAT8
EHMT2;G9A
EHMT2;Em:AF134726.3
EHMT2;NG36/G9a
EHMT2;KMT1C
EI24;PIG8
EI24;TP53I8
EI24;EPG4
EID1;C15orf3
EID1;CRI1
EID1;EID-1
EID2;CRI2
EID2;EID-2
EID2;MGC20452
EID2B;EID-3
EID2B;FLJ38944
EID3;FLJ25832
EID3;NSMCE4B
EID3;NSE4B
EIF1;EIF-1
EIF1;ISO1
EIF1;A121
EIF1;SUI1
EIF1;EIF1A
EIF1AD;MGC11102
EIF1AD;haponin
EIF1AX;EIF4C
EIF1AX;EIF1A
EIF1AX;eIF-1A
EIF1AX;eIF-4C
EIF1AXP1;EIF1AP1
EIF1B;GC20
EIF1B-AS1;FLJ33065
EIF2A;EIF-2A
EIF2AK1;HRI
EIF2AK1;KIAA1369
EIF2AK2;PRKR
EIF2AK2;PKR
EIF2AK2;EIF2AK1
EIF2AK2;PPP1R83
EIF2AK3;PEK
EIF2AK3;PERK
EIF2AK4;GCN2
EIF2AK4;KIAA1338
EIF2B1;EIF2B
EIF2B1;EIF-2Balpha
EIF2B1;EIF-2B
EIF2B1;EIF2BA
EIF2B2;EIF2B
EIF2B2;EIF-2Bbeta
EIF2B3;EIF2Bgamma
EIF2B3;EIF-2B
EIF2B4;EIF2Bdelta
EIF2B4;EIF-2B
EIF2B4;DKFZP586J0119
EIF2B4;EIF2B
EIF2B5;EIF2Bepsilon
EIF2B5;EIF-2B
EIF2D;LGTN
EIF2S1;EIF2
EIF2S1;EIF-2alpha
EIF2S1;EIF2A
EIF2S2;EIF2
EIF2S2;EIF2beta
EIF2S2;PPP1R67
EIF2S2P1;EIF2S2P
EIF2S2P2;bcm2636
EIF2S3;EIF2G
EIF2S3;EIF2gamma
EIF2S3;EIF2
EIF3A;EIF3
EIF3A;EIF3S10
EIF3A;eIF3-theta
EIF3A;eIF3-p170
EIF3A;KIAA0139
EIF3A;eIF3a
EIF3A;TIF32
EIF3B;EIF3S9
EIF3B;PRT1
EIF3B;eIF3b
EIF3C;EIF3S8
EIF3C;eIF3-p110
EIF3C;eIF3c
EIF3D;EIF3S7
EIF3D;eIF3-p66
EIF3D;eIF3-zeta
EIF3D;eIF3d
EIF3E;INT6
EIF3E;EIF3S6
EIF3E;eIF3-p48
EIF3E;eIF3e
EIF3EP1;INT6P1
EIF3EP1;EIF3S6P1
EIF3EP1;EIF3EP
EIF3F;EIF3S5
EIF3F;eIF3-epsilon
EIF3F;eIF3-p47
EIF3F;eIF3f
EIF3FP1;EIF3S5P
EIF3FP1;EIF3FP
EIF3FP2;IFP38
EIF3G;EIF3S4
EIF3G;eIF3-delta
EIF3G;eIF3-p44
EIF3G;eIF3g
EIF3H;EIF3S3
EIF3H;eIF3-gamma
EIF3H;eIF3-p40
EIF3H;eIF3h
EIF3I;EIF3S2
EIF3I;TRIP-1
EIF3I;eIF3-beta
EIF3I;eIF3-p36
EIF3I;eIF3i
EIF3IP1;RG208K23
EIF3J;EIF3S1
EIF3J;eIF3-p35
EIF3J;eIF3-alpha
EIF3J;eIF3j
EIF3K;EIF3S12
EIF3K;eIF3k
EIF3K;PRO1474
EIF3K;HSPC029
EIF3K;PTD001
EIF3K;PLAC-24
EIF3K;M9
EIF3K;ARG134
EIF3L;EIF3S6IP
EIF3L;EIF3EIP
EIF3L;HSPC021
EIF3L;HSPC025
EIF3L;EIF3S11
EIF3LP1;EIF3S6IPP
EIF3LP1;EIF3EIPP1
EIF3LP2;EIF3S6IPP2
EIF3LP2;EIF3EIPP2
EIF3M;PCID1
EIF3M;hfl-B5
EIF3M;FLJ29030
EIF3M;GA17
EIF3M;eIF3m
EIF3M;TANGO7
EIF4A1;EIF4A
EIF4A1;DDX2A
EIF4A1;EIF-4A
EIF4A1P1;EIF4A1P
EIF4A2;EIF4F
EIF4A2;DDX2B
EIF4A2;EIF4A
EIF4A2;BM-010
EIF4A3;DDX48
EIF4A3;KIAA0111
EIF4A3;EIF4AIII
EIF4BP1;EIF4BP
EIF4E;EIF4EL1
EIF4E;EIF4F
EIF4E;EIF4E1
EIF4E1B;FLJ36951
EIF4E2;EIF4EL3
EIF4E2;IF4e
EIF4E2;4EHP
EIF4E2P1;EIF4EL4
EIF4E2P1;dJ1049G11.3
EIF4E3;MGC39820
EIF4EBP1;PHAS-I
EIF4EBP1;4E-BP1
EIF4EBP1P1;EIF4EBP1P
EIF4EBP2P1;EIF4EBP2P
EIF4EBP2P1;dJ862K6.3
EIF4EBP3;4E-BP3
EIF4ENIF1;4E-T
EIF4ENIF1;FLJ21601
EIF4ENIF1;Clast4
EIF4ENIF1;2610509L04Rik
EIF4EP1;EIF4EL2
EIF4EP1;dJ1022P6.3
EIF4G1;EIF4G
EIF4G1;EIF4F
EIF4G1;p220
EIF4G1;PARK18
EIF4G2;DAP5
EIF4G2;NAT1
EIF4G2;p97
EIF4G3;eIF4GII
EIF4H;WBSCR1
EIF4H;WSCR1
EIF4H;KIAA0038
EIF5A;EIF5A1
EIF5A;EIF-5A
EIF5A;MGC99547
EIF5A;MGC104255
EIF5AL1;EIF5AP1
EIF5AL1;bA342M3.3
EIF5AP4;EIF5AL3
EIF5B;IF2
EIF5B;KIAA0741
EIF5B;DKFZp434I036
EIF5B;FLJ10524
EIF6;EIF3A
EIF6;ITGB4BP
EIF6;p27BBP
EIF6;b(2)gcn
EJM2;EIG7
ELAC1;D29
ELAC2;FLJ10530
ELAC2;HPC2
ELANE;ELA2
ELANE;NE
ELANE;HNE
ELANE;HLE
ELAVL1;HUR
ELAVL1;HuR
ELAVL1;Hua
ELAVL1;MelG
ELAVL2;HuB
ELAVL2;HEL-N1
ELAVL3;HUC
ELAVL3;PLE21
ELAVL3;DKFZp547J036
ELAVL3;HUCL
ELAVL3;MGC20653
ELAVL4;HUD
ELAVL4;PNEM
ELDR;LINC01156
ELDR;Fabl
ELF2;EU32
ELF2;NERF
ELF2;NERF-2
ELF2;NERF-1A
ELF2;NERF-1B
ELF3;ESX
ELF3;EPR-1
ELF3;ESE-1
ELF3;ERT
ELF3-AS1;ENST00000415582
ELF4;MEF
ELF4;ELFR
ELFN1;PPP1R28
ELFN1-AS1;MYCLo-2
ELFN2;LRRC62
ELFN2;PPP1R29
ELFN2;dJ63G5.3
ELFN2;KIAA1904
ELK2AP;ELK2
ELK2AP;ELK2P1
ELK2AP;ELK2.1
ELK2BP;ELK2P2
ELK2BP;ELK2.2
ELK3;ERP
ELK3;NET
ELK3;SAP2
ELK4;SAP1
ELL;C19orf17
ELL;Men
ELL;ELL1
ELL;PPP1R68
ELL3;FLJ22637
ELMO1;KIAA0281
ELMO1;CED12
ELMO1;ELMO-1
ELMO1;CED-12
ELMO2;CED12
ELMO2;ELMO-2
ELMO2;CED-12
ELMO2;KIAA1834
ELMO2;FLJ11656
ELMO3;FLJ13824
ELMO3;CED12
ELMO3;ELMO-3
ELMO3;CED-12
ELMOD1;DKFZp547C176
ELMOD2;MGC10084
ELMOD3;RBM29
ELMOD3;RBED1
ELMOD3;DFNB88
ELMOD3;FLJ21977
ELMSAN1;C14orf117
ELMSAN1;C14orf43
ELMSAN1;LSR68
ELN;WBS
ELN;WS
ELN;SVAS
ELOA;TCEB3
ELOA;SIII
ELOA;TCEB3A
ELOA-AS1;TCEB3-AS1
ELOA2;TCEB3B
ELOA2;HsT832
ELOA2;TCEB3L
ELOA3;TCEB3C
ELOA3;HsT829
ELOA3;TCEB3L2
ELOA3;ELOA3A
ELOA3B;TCEB3CL
ELOA3B;HsT828
ELOA3D;TCEB3CL2
ELOB;TCEB2
ELOB;SIII
ELOBP1;TCEB2P1
ELOBP2;TCEB2P2
ELOBP3;TCEB2P3
ELOBP4;TCEB2P4
ELOC;TCEB1
ELOC;SIII
ELOCP2;TCEB1P2
ELOCP3;TCEB1P3
ELOCP3;dJ254P11.1
ELOCP4;TCEB1P4
ELOCP5;TCEB1P5
ELOCP6;TCEB1P6
ELOCP7;TCEB1P7
ELOCP8;TCEB1P8
ELOCP9;TCEB1P9
ELOCP10;TCEB1P10
ELOCP11;TCEB1P11
ELOCP12;TCEB1P12
ELOCP13;TCEB1P13
ELOCP14;TCEB1P14
ELOCP15;TCEB1P15
ELOCP16;TCEB1P16
ELOCP17;TCEB1P17
ELOCP18;TCEB1P18
ELOCP19;TCEB1P19
ELOCP20;TCEB1P20
ELOCP21;TCEB1P21
ELOCP22;TCEB1P22
ELOCP23;TCEB1P23
ELOCP24;TCEB1P25
ELOCP24;TCEB1P24
ELOCP26;TCEB1P26
ELOCP27;TCEB1P27
ELOCP28;TCEB1P28
ELOCP29;TCEB1P29
ELOCP30;TCEB1P30
ELOCP31;TCEB1P31
ELOCP32;TCEB1P32
ELOCP33;TCEB1P33
ELOCP34;TCEB1P34
ELOCP35;TCEB1P35
ELOF1;MGC4549
ELOF1;ELF1
ELOVL1;Ssc1
ELOVL2;Ssc2
ELOVL3;CIG-30
ELOVL4;STGD2
ELOVL4;STGD3
ELOVL4;SCA34
ELOVL4;CT118
ELOVL5;SCA38
ELOVL5;HELO1
ELOVL5;dJ483K16.1
ELOVL6;FLJ23378
ELOVL6;MGC5487
ELOVL6;LCE
ELOVL7;FLJ23563
ELP2;STATIP1
ELP2;FLJ10879
ELP2;StIP
ELP3;FLJ10422
ELP3;KAT9
ELP4;C11orf19
ELP4;PAXNEB
ELP5;C17orf81
ELP5;DERP6
ELP6;TMEM103
ELP6;C3orf75
ELP6;FLJ20211
ELSPBP1;HE12
ELSPBP1;E12
ELSPBP1;EDDM12
EMB;MGC71745
EMC1;KIAA0090
EMC2;KIAA0103
EMC2;TTC35
EMC3;TMEM111
EMC4;TMEM85
EMC4;FLJ90746
EMC4;MGC24415
EMC4;PIG17
EMC6;TMEM93
EMC6;MGC2963
EMC7;C15orf24
EMC7;C11orf3
EMC8;C16orf4
EMC8;NOC4
EMC8;C16orf2
EMC8;COX4NB
EMC8;FAM158B
EMC9;C14orf122
EMC9;FAM158A
EMC9;CGI-112
EMC10;C19orf63
EMC10;INM02
EMC10;HSS1
EMC10;HSM1
EMCN;MUC14
EMD;STA
EMD;LEMD5
EME1;FLJ31364
EME1;MMS4L
EME1;SLX2A
EME2;FLJ00151
EME2;SLX2B
EMG1;C2F
EMG1;NEP1
EMG1;Grcc2f
EMID1;EMU1
EMID1;hEmu1
EMID1;EMI5
EMILIN1;DKFZp586M121
EMILIN1;gp115
